"","data_code","death_rate","age","race"
"2404","SE_T040_002",NA,"18 to 44 Years","White"
"2405","SE_T040_002",NA,"18 to 44 Years","White"
"2406","SE_T040_002",NA,"18 to 44 Years","White"
"2407","SE_T040_002",NA,"18 to 44 Years","White"
"2408","SE_T040_002",NA,"18 to 44 Years","White"
"2409","SE_T040_002",NA,"18 to 44 Years","White"
"2410","SE_T040_002",NA,"18 to 44 Years","White"
"2411","SE_T040_002",NA,"18 to 44 Years","White"
"2412","SE_T040_002",NA,"18 to 44 Years","White"
"2413","SE_T040_002",NA,"18 to 44 Years","White"
"2414","SE_T040_002",NA,"18 to 44 Years","White"
"2415","SE_T040_002",NA,"18 to 44 Years","White"
"2416","SE_T040_002",NA,"18 to 44 Years","White"
"2417","SE_T040_002",NA,"18 to 44 Years","White"
"2418","SE_T040_002",NA,"18 to 44 Years","White"
"2419","SE_T040_002",NA,"18 to 44 Years","White"
"2420","SE_T040_002",NA,"18 to 44 Years","White"
"2421","SE_T040_002",NA,"18 to 44 Years","White"
"2422","SE_T040_002",NA,"18 to 44 Years","White"
"2423","SE_T040_002",NA,"18 to 44 Years","White"
"2424","SE_T040_002",NA,"18 to 44 Years","White"
"2425","SE_T040_002",NA,"18 to 44 Years","White"
"2426","SE_T040_002",NA,"18 to 44 Years","White"
"2427","SE_T040_002",NA,"18 to 44 Years","White"
"2428","SE_T040_002",NA,"18 to 44 Years","White"
"2429","SE_T040_002",NA,"18 to 44 Years","White"
"2430","SE_T040_002",NA,"18 to 44 Years","White"
"2431","SE_T040_002",NA,"18 to 44 Years","White"
"2432","SE_T040_002",NA,"18 to 44 Years","White"
"2433","SE_T040_002",NA,"18 to 44 Years","White"
"2434","SE_T040_002",NA,"18 to 44 Years","White"
"2435","SE_T040_002",NA,"18 to 44 Years","White"
"2436","SE_T040_002",NA,"18 to 44 Years","White"
"2437","SE_T040_002",NA,"18 to 44 Years","White"
"2438","SE_T040_002",NA,"18 to 44 Years","White"
"2439","SE_T040_002",NA,"18 to 44 Years","White"
"2440","SE_T040_002",NA,"18 to 44 Years","White"
"2441","SE_T040_002",NA,"18 to 44 Years","White"
"2442","SE_T040_002",NA,"18 to 44 Years","White"
"2443","SE_T040_002",NA,"18 to 44 Years","White"
"2444","SE_T040_002",NA,"18 to 44 Years","White"
"2445","SE_T040_002",NA,"18 to 44 Years","White"
"2446","SE_T040_002",NA,"18 to 44 Years","White"
"2447","SE_T040_002",NA,"18 to 44 Years","White"
"2448","SE_T040_002",NA,"18 to 44 Years","White"
"2449","SE_T040_002",NA,"18 to 44 Years","White"
"2450","SE_T040_002",NA,"18 to 44 Years","White"
"2451","SE_T040_002",NA,"18 to 44 Years","White"
"2452","SE_T040_002",NA,"18 to 44 Years","White"
"2453","SE_T040_002",NA,"18 to 44 Years","White"
"2454","SE_T040_002",NA,"18 to 44 Years","White"
"2455","SE_T040_002",NA,"18 to 44 Years","White"
"2456","SE_T040_002",NA,"18 to 44 Years","White"
"2457","SE_T040_002",NA,"18 to 44 Years","White"
"2458","SE_T040_002",NA,"18 to 44 Years","White"
"2459","SE_T040_002",NA,"18 to 44 Years","White"
"2460","SE_T040_002",NA,"18 to 44 Years","White"
"2461","SE_T040_002",NA,"18 to 44 Years","White"
"2462","SE_T040_002",NA,"18 to 44 Years","White"
"2463","SE_T040_002",NA,"18 to 44 Years","White"
"2464","SE_T040_002",NA,"18 to 44 Years","White"
"2465","SE_T040_002",NA,"18 to 44 Years","White"
"2466","SE_T040_002",NA,"18 to 44 Years","White"
"2467","SE_T040_002",NA,"18 to 44 Years","White"
"2468","SE_T040_002",NA,"18 to 44 Years","White"
"2469","SE_T040_002",NA,"18 to 44 Years","White"
"2470","SE_T040_002",NA,"18 to 44 Years","White"
"2471","SE_T040_002",NA,"18 to 44 Years","White"
"2472","SE_T040_002",NA,"18 to 44 Years","White"
"2473","SE_T040_002",NA,"18 to 44 Years","White"
"2474","SE_T040_002",NA,"18 to 44 Years","White"
"2475","SE_T040_002",NA,"18 to 44 Years","White"
"2476","SE_T040_002",NA,"18 to 44 Years","White"
"2477","SE_T040_002",NA,"18 to 44 Years","White"
"2478","SE_T040_002",NA,"18 to 44 Years","White"
"2479","SE_T040_002",NA,"18 to 44 Years","White"
"2480","SE_T040_002",NA,"18 to 44 Years","White"
"2481","SE_T040_002",NA,"18 to 44 Years","White"
"2482","SE_T040_002",NA,"18 to 44 Years","White"
"2483","SE_T040_002",NA,"18 to 44 Years","White"
"2484","SE_T040_002",NA,"18 to 44 Years","White"
"2485","SE_T040_002",NA,"18 to 44 Years","White"
"2486","SE_T040_002",NA,"18 to 44 Years","White"
"2487","SE_T040_002",NA,"18 to 44 Years","White"
"2488","SE_T040_002",NA,"18 to 44 Years","White"
"2489","SE_T040_002",NA,"18 to 44 Years","White"
"2490","SE_T040_002",NA,"18 to 44 Years","White"
"2491","SE_T040_002",NA,"18 to 44 Years","White"
"2492","SE_T040_002",NA,"18 to 44 Years","White"
"2493","SE_T040_002",NA,"18 to 44 Years","White"
"2494","SE_T040_002",NA,"18 to 44 Years","White"
"2495","SE_T040_002",NA,"18 to 44 Years","White"
"2496","SE_T040_002",NA,"18 to 44 Years","White"
"2497","SE_T040_002",NA,"18 to 44 Years","White"
"2498","SE_T040_002",NA,"18 to 44 Years","White"
"2499","SE_T040_002",NA,"18 to 44 Years","White"
"2500","SE_T040_002",NA,"18 to 44 Years","White"
"2501","SE_T040_002",NA,"18 to 44 Years","White"
"2502","SE_T040_002",NA,"18 to 44 Years","White"
"2503","SE_T040_002",NA,"18 to 44 Years","White"
"2504","SE_T040_002",NA,"18 to 44 Years","White"
"2505","SE_T040_002",NA,"18 to 44 Years","White"
"2506","SE_T040_002",NA,"18 to 44 Years","White"
"2507","SE_T040_002",NA,"18 to 44 Years","White"
"2508","SE_T040_002",NA,"18 to 44 Years","White"
"2509","SE_T040_002",NA,"18 to 44 Years","White"
"2510","SE_T040_002",NA,"18 to 44 Years","White"
"2511","SE_T040_002",NA,"18 to 44 Years","White"
"2512","SE_T040_002",NA,"18 to 44 Years","White"
"2513","SE_T040_002",NA,"18 to 44 Years","White"
"2514","SE_T040_002",NA,"18 to 44 Years","White"
"2515","SE_T040_002",NA,"18 to 44 Years","White"
"2516","SE_T040_002",NA,"18 to 44 Years","White"
"2517","SE_T040_002",NA,"18 to 44 Years","White"
"2518","SE_T040_002",NA,"18 to 44 Years","White"
"2519","SE_T040_002",NA,"18 to 44 Years","White"
"2520","SE_T040_002",NA,"18 to 44 Years","White"
"2521","SE_T040_002",NA,"18 to 44 Years","White"
"2522","SE_T040_002",NA,"18 to 44 Years","White"
"2523","SE_T040_002",NA,"18 to 44 Years","White"
"2524","SE_T040_002",NA,"18 to 44 Years","White"
"2525","SE_T040_002",NA,"18 to 44 Years","White"
"2526","SE_T040_002",NA,"18 to 44 Years","White"
"2527","SE_T040_002",NA,"18 to 44 Years","White"
"2528","SE_T040_002",NA,"18 to 44 Years","White"
"2529","SE_T040_002",NA,"18 to 44 Years","White"
"2530","SE_T040_002",NA,"18 to 44 Years","White"
"2531","SE_T040_002",NA,"18 to 44 Years","White"
"2532","SE_T040_002",NA,"18 to 44 Years","White"
"2533","SE_T040_002",NA,"18 to 44 Years","White"
"2534","SE_T040_002",NA,"18 to 44 Years","White"
"2535","SE_T040_002",NA,"18 to 44 Years","White"
"2536","SE_T040_002",NA,"18 to 44 Years","White"
"2537","SE_T040_002",NA,"18 to 44 Years","White"
"2538","SE_T040_002",NA,"18 to 44 Years","White"
"2539","SE_T040_002",NA,"18 to 44 Years","White"
"2540","SE_T040_002",NA,"18 to 44 Years","White"
"2541","SE_T040_002",NA,"18 to 44 Years","White"
"2542","SE_T040_002",NA,"18 to 44 Years","White"
"2543","SE_T040_002",NA,"18 to 44 Years","White"
"2544","SE_T040_002",NA,"18 to 44 Years","White"
"2545","SE_T040_002",NA,"18 to 44 Years","White"
"2546","SE_T040_002",NA,"18 to 44 Years","White"
"2547","SE_T040_002",NA,"18 to 44 Years","White"
"2548","SE_T040_002",NA,"18 to 44 Years","White"
"2549","SE_T040_002",NA,"18 to 44 Years","White"
"2550","SE_T040_002",NA,"18 to 44 Years","White"
"2551","SE_T040_002",NA,"18 to 44 Years","White"
"2552","SE_T040_002",NA,"18 to 44 Years","White"
"2553","SE_T040_002",NA,"18 to 44 Years","White"
"2554","SE_T040_002",NA,"18 to 44 Years","White"
"2555","SE_T040_002",NA,"18 to 44 Years","White"
"2556","SE_T040_002",NA,"18 to 44 Years","White"
"2557","SE_T040_002",NA,"18 to 44 Years","White"
"2558","SE_T040_002",NA,"18 to 44 Years","White"
"2559","SE_T040_002",NA,"18 to 44 Years","White"
"2560","SE_T040_002",NA,"18 to 44 Years","White"
"2561","SE_T040_002",NA,"18 to 44 Years","White"
"2562","SE_T040_002",NA,"18 to 44 Years","White"
"2563","SE_T040_002",NA,"18 to 44 Years","White"
"2564","SE_T040_002",NA,"18 to 44 Years","White"
"2565","SE_T040_002",NA,"18 to 44 Years","White"
"2566","SE_T040_002",NA,"18 to 44 Years","White"
"2567","SE_T040_002",NA,"18 to 44 Years","White"
"2568","SE_T040_002",NA,"18 to 44 Years","White"
"2569","SE_T040_002",NA,"18 to 44 Years","White"
"2570","SE_T040_002",NA,"18 to 44 Years","White"
"2571","SE_T040_002",NA,"18 to 44 Years","White"
"2572","SE_T040_002",NA,"18 to 44 Years","White"
"2573","SE_T040_002",NA,"18 to 44 Years","White"
"2574","SE_T040_002",NA,"18 to 44 Years","White"
"2575","SE_T040_002",NA,"18 to 44 Years","White"
"2576","SE_T040_002",NA,"18 to 44 Years","White"
"2577","SE_T040_002",NA,"18 to 44 Years","White"
"2578","SE_T040_002",NA,"18 to 44 Years","White"
"2579","SE_T040_002",NA,"18 to 44 Years","White"
"2580","SE_T040_002",NA,"18 to 44 Years","White"
"2581","SE_T040_002",NA,"18 to 44 Years","White"
"2582","SE_T040_002",NA,"18 to 44 Years","White"
"2583","SE_T040_002",NA,"18 to 44 Years","White"
"2584","SE_T040_002",NA,"18 to 44 Years","White"
"2585","SE_T040_002",NA,"18 to 44 Years","White"
"2586","SE_T040_002",NA,"18 to 44 Years","White"
"2587","SE_T040_002",NA,"18 to 44 Years","White"
"2588","SE_T040_002",NA,"18 to 44 Years","White"
"2589","SE_T040_002",NA,"18 to 44 Years","White"
"2590","SE_T040_002",NA,"18 to 44 Years","White"
"2591","SE_T040_002",NA,"18 to 44 Years","White"
"2592","SE_T040_002",NA,"18 to 44 Years","White"
"2593","SE_T040_002",NA,"18 to 44 Years","White"
"2594","SE_T040_002",NA,"18 to 44 Years","White"
"2595","SE_T040_002",NA,"18 to 44 Years","White"
"2596","SE_T040_002",NA,"18 to 44 Years","White"
"2597","SE_T040_002",NA,"18 to 44 Years","White"
"2598","SE_T040_002",NA,"18 to 44 Years","White"
"2599","SE_T040_002",NA,"18 to 44 Years","White"
"2600","SE_T040_002",NA,"18 to 44 Years","White"
"2601","SE_T040_002",NA,"18 to 44 Years","White"
"2602","SE_T040_002",NA,"18 to 44 Years","White"
"2603","SE_T040_002",NA,"18 to 44 Years","White"
"2604","SE_T040_002",NA,"18 to 44 Years","White"
"2605","SE_T040_002",NA,"18 to 44 Years","White"
"2606","SE_T040_002",NA,"18 to 44 Years","White"
"2607","SE_T040_002",NA,"18 to 44 Years","White"
"2608","SE_T040_002",NA,"18 to 44 Years","White"
"2609","SE_T040_002",NA,"18 to 44 Years","White"
"2610","SE_T040_002",NA,"18 to 44 Years","White"
"2611","SE_T040_002",NA,"18 to 44 Years","White"
"2612","SE_T040_002",NA,"18 to 44 Years","White"
"2613","SE_T040_002",NA,"18 to 44 Years","White"
"2614","SE_T040_002",NA,"18 to 44 Years","White"
"2615","SE_T040_002",NA,"18 to 44 Years","White"
"2616","SE_T040_002",NA,"18 to 44 Years","White"
"2617","SE_T040_002",NA,"18 to 44 Years","White"
"2618","SE_T040_002",NA,"18 to 44 Years","White"
"2619","SE_T040_002",NA,"18 to 44 Years","White"
"2620","SE_T040_002",NA,"18 to 44 Years","White"
"2621","SE_T040_002",NA,"18 to 44 Years","White"
"2622","SE_T040_002",NA,"18 to 44 Years","White"
"2623","SE_T040_002",NA,"18 to 44 Years","White"
"2624","SE_T040_002",NA,"18 to 44 Years","White"
"2625","SE_T040_002",NA,"18 to 44 Years","White"
"2626","SE_T040_002",NA,"18 to 44 Years","White"
"2627","SE_T040_002",NA,"18 to 44 Years","White"
"2628","SE_T040_002",NA,"18 to 44 Years","White"
"2629","SE_T040_002",NA,"18 to 44 Years","White"
"2630","SE_T040_002",NA,"18 to 44 Years","White"
"2631","SE_T040_002",NA,"18 to 44 Years","White"
"2632","SE_T040_002",NA,"18 to 44 Years","White"
"2633","SE_T040_002",NA,"18 to 44 Years","White"
"2634","SE_T040_002",NA,"18 to 44 Years","White"
"2635","SE_T040_002",NA,"18 to 44 Years","White"
"2636","SE_T040_002",NA,"18 to 44 Years","White"
"2637","SE_T040_002",NA,"18 to 44 Years","White"
"2638","SE_T040_002",NA,"18 to 44 Years","White"
"2639","SE_T040_002",NA,"18 to 44 Years","White"
"2640","SE_T040_002",NA,"18 to 44 Years","White"
"2641","SE_T040_002",NA,"18 to 44 Years","White"
"2642","SE_T040_002",NA,"18 to 44 Years","White"
"2643","SE_T040_002",NA,"18 to 44 Years","White"
"2644","SE_T040_002",NA,"18 to 44 Years","White"
"2645","SE_T040_002",NA,"18 to 44 Years","White"
"2646","SE_T040_002",NA,"18 to 44 Years","White"
"2647","SE_T040_002",NA,"18 to 44 Years","White"
"2648","SE_T040_002",NA,"18 to 44 Years","White"
"2649","SE_T040_002",NA,"18 to 44 Years","White"
"2650","SE_T040_002",NA,"18 to 44 Years","White"
"2651","SE_T040_002",NA,"18 to 44 Years","White"
"2652","SE_T040_002",NA,"18 to 44 Years","White"
"2653","SE_T040_002",NA,"18 to 44 Years","White"
"2654","SE_T040_002",NA,"18 to 44 Years","White"
"2655","SE_T040_002",NA,"18 to 44 Years","White"
"2656","SE_T040_002",NA,"18 to 44 Years","White"
"2657","SE_T040_002",NA,"18 to 44 Years","White"
"2658","SE_T040_002",NA,"18 to 44 Years","White"
"2659","SE_T040_002",NA,"18 to 44 Years","White"
"2660","SE_T040_002",NA,"18 to 44 Years","White"
"2661","SE_T040_002",NA,"18 to 44 Years","White"
"2662","SE_T040_002",NA,"18 to 44 Years","White"
"2663","SE_T040_002",NA,"18 to 44 Years","White"
"2664","SE_T040_002",NA,"18 to 44 Years","White"
"2665","SE_T040_002",NA,"18 to 44 Years","White"
"2666","SE_T040_002",NA,"18 to 44 Years","White"
"2667","SE_T040_002",NA,"18 to 44 Years","White"
"2668","SE_T040_002",NA,"18 to 44 Years","White"
"2669","SE_T040_002",NA,"18 to 44 Years","White"
"2670","SE_T040_002",NA,"18 to 44 Years","White"
"2671","SE_T040_002",NA,"18 to 44 Years","White"
"2672","SE_T040_002",NA,"18 to 44 Years","White"
"2673","SE_T040_002",NA,"18 to 44 Years","White"
"2674","SE_T040_002",NA,"18 to 44 Years","White"
"2675","SE_T040_002",NA,"18 to 44 Years","White"
"2676","SE_T040_002",NA,"18 to 44 Years","White"
"2677","SE_T040_002",NA,"18 to 44 Years","White"
"2678","SE_T040_002",NA,"18 to 44 Years","White"
"2679","SE_T040_002",NA,"18 to 44 Years","White"
"2680","SE_T040_002",NA,"18 to 44 Years","White"
"2681","SE_T040_002",NA,"18 to 44 Years","White"
"2682","SE_T040_002",NA,"18 to 44 Years","White"
"2683","SE_T040_002",NA,"18 to 44 Years","White"
"2684","SE_T040_002",NA,"18 to 44 Years","White"
"2685","SE_T040_002",NA,"18 to 44 Years","White"
"2686","SE_T040_002",NA,"18 to 44 Years","White"
"2687","SE_T040_002",NA,"18 to 44 Years","White"
"2688","SE_T040_002",NA,"18 to 44 Years","White"
"2689","SE_T040_002",NA,"18 to 44 Years","White"
"2690","SE_T040_002",NA,"18 to 44 Years","White"
"2691","SE_T040_002",NA,"18 to 44 Years","White"
"2692","SE_T040_002",NA,"18 to 44 Years","White"
"2693","SE_T040_002",NA,"18 to 44 Years","White"
"2694","SE_T040_002",1.7,"18 to 44 Years","White"
"2695","SE_T040_002",NA,"18 to 44 Years","White"
"2696","SE_T040_002",NA,"18 to 44 Years","White"
"2697","SE_T040_002",NA,"18 to 44 Years","White"
"2698","SE_T040_002",NA,"18 to 44 Years","White"
"2699","SE_T040_002",NA,"18 to 44 Years","White"
"2700","SE_T040_002",NA,"18 to 44 Years","White"
"2701","SE_T040_002",NA,"18 to 44 Years","White"
"2702","SE_T040_002",NA,"18 to 44 Years","White"
"2703","SE_T040_002",NA,"18 to 44 Years","White"
"2704","SE_T040_002",NA,"18 to 44 Years","White"
"2705","SE_T040_002",NA,"18 to 44 Years","White"
"2706","SE_T040_002",NA,"18 to 44 Years","White"
"2707","SE_T040_002",NA,"18 to 44 Years","White"
"2708","SE_T040_002",NA,"18 to 44 Years","White"
"2709","SE_T040_002",NA,"18 to 44 Years","White"
"2710","SE_T040_002",NA,"18 to 44 Years","White"
"2711","SE_T040_002",NA,"18 to 44 Years","White"
"2712","SE_T040_002",NA,"18 to 44 Years","White"
"2713","SE_T040_002",NA,"18 to 44 Years","White"
"2714","SE_T040_002",NA,"18 to 44 Years","White"
"2715","SE_T040_002",NA,"18 to 44 Years","White"
"2716","SE_T040_002",NA,"18 to 44 Years","White"
"2717","SE_T040_002",NA,"18 to 44 Years","White"
"2718","SE_T040_002",NA,"18 to 44 Years","White"
"2719","SE_T040_002",NA,"18 to 44 Years","White"
"2720","SE_T040_002",NA,"18 to 44 Years","White"
"2721","SE_T040_002",NA,"18 to 44 Years","White"
"2722","SE_T040_002",NA,"18 to 44 Years","White"
"2723","SE_T040_002",NA,"18 to 44 Years","White"
"2724","SE_T040_002",NA,"18 to 44 Years","White"
"2725","SE_T040_002",NA,"18 to 44 Years","White"
"2726","SE_T040_002",NA,"18 to 44 Years","White"
"2727","SE_T040_002",NA,"18 to 44 Years","White"
"2728","SE_T040_002",NA,"18 to 44 Years","White"
"2729","SE_T040_002",NA,"18 to 44 Years","White"
"2730","SE_T040_002",NA,"18 to 44 Years","White"
"2731","SE_T040_002",NA,"18 to 44 Years","White"
"2732","SE_T040_002",NA,"18 to 44 Years","White"
"2733","SE_T040_002",NA,"18 to 44 Years","White"
"2734","SE_T040_002",NA,"18 to 44 Years","White"
"2735","SE_T040_002",NA,"18 to 44 Years","White"
"2736","SE_T040_002",NA,"18 to 44 Years","White"
"2737","SE_T040_002",NA,"18 to 44 Years","White"
"2738","SE_T040_002",NA,"18 to 44 Years","White"
"2739","SE_T040_002",NA,"18 to 44 Years","White"
"2740","SE_T040_002",NA,"18 to 44 Years","White"
"2741","SE_T040_002",NA,"18 to 44 Years","White"
"2742","SE_T040_002",NA,"18 to 44 Years","White"
"2743","SE_T040_002",NA,"18 to 44 Years","White"
"2744","SE_T040_002",NA,"18 to 44 Years","White"
"2745","SE_T040_002",NA,"18 to 44 Years","White"
"2746","SE_T040_002",NA,"18 to 44 Years","White"
"2747","SE_T040_002",NA,"18 to 44 Years","White"
"2748","SE_T040_002",NA,"18 to 44 Years","White"
"2749","SE_T040_002",NA,"18 to 44 Years","White"
"2750","SE_T040_002",NA,"18 to 44 Years","White"
"2751","SE_T040_002",NA,"18 to 44 Years","White"
"2752","SE_T040_002",NA,"18 to 44 Years","White"
"2753","SE_T040_002",NA,"18 to 44 Years","White"
"2754","SE_T040_002",NA,"18 to 44 Years","White"
"2755","SE_T040_002",NA,"18 to 44 Years","White"
"2756","SE_T040_002",NA,"18 to 44 Years","White"
"2757","SE_T040_002",NA,"18 to 44 Years","White"
"2758","SE_T040_002",NA,"18 to 44 Years","White"
"2759","SE_T040_002",NA,"18 to 44 Years","White"
"2760","SE_T040_002",NA,"18 to 44 Years","White"
"2761","SE_T040_002",NA,"18 to 44 Years","White"
"2762","SE_T040_002",NA,"18 to 44 Years","White"
"2763","SE_T040_002",NA,"18 to 44 Years","White"
"2764","SE_T040_002",NA,"18 to 44 Years","White"
"2765","SE_T040_002",NA,"18 to 44 Years","White"
"2766","SE_T040_002",NA,"18 to 44 Years","White"
"2767","SE_T040_002",NA,"18 to 44 Years","White"
"2768","SE_T040_002",NA,"18 to 44 Years","White"
"2769","SE_T040_002",NA,"18 to 44 Years","White"
"2770","SE_T040_002",NA,"18 to 44 Years","White"
"2771","SE_T040_002",NA,"18 to 44 Years","White"
"2772","SE_T040_002",NA,"18 to 44 Years","White"
"2773","SE_T040_002",NA,"18 to 44 Years","White"
"2774","SE_T040_002",NA,"18 to 44 Years","White"
"2775","SE_T040_002",NA,"18 to 44 Years","White"
"2776","SE_T040_002",NA,"18 to 44 Years","White"
"2777","SE_T040_002",NA,"18 to 44 Years","White"
"2778","SE_T040_002",NA,"18 to 44 Years","White"
"2779","SE_T040_002",NA,"18 to 44 Years","White"
"2780","SE_T040_002",NA,"18 to 44 Years","White"
"2781","SE_T040_002",NA,"18 to 44 Years","White"
"2782","SE_T040_002",NA,"18 to 44 Years","White"
"2783","SE_T040_002",NA,"18 to 44 Years","White"
"2784","SE_T040_002",NA,"18 to 44 Years","White"
"2785","SE_T040_002",NA,"18 to 44 Years","White"
"2786","SE_T040_002",NA,"18 to 44 Years","White"
"2787","SE_T040_002",NA,"18 to 44 Years","White"
"2788","SE_T040_002",NA,"18 to 44 Years","White"
"2789","SE_T040_002",NA,"18 to 44 Years","White"
"2790","SE_T040_002",NA,"18 to 44 Years","White"
"2791","SE_T040_002",NA,"18 to 44 Years","White"
"2792","SE_T040_002",NA,"18 to 44 Years","White"
"2793","SE_T040_002",NA,"18 to 44 Years","White"
"2794","SE_T040_002",NA,"18 to 44 Years","White"
"2795","SE_T040_002",NA,"18 to 44 Years","White"
"2796","SE_T040_002",NA,"18 to 44 Years","White"
"2797","SE_T040_002",NA,"18 to 44 Years","White"
"2798","SE_T040_002",NA,"18 to 44 Years","White"
"2799","SE_T040_002",NA,"18 to 44 Years","White"
"2800","SE_T040_002",NA,"18 to 44 Years","White"
"2801","SE_T040_002",NA,"18 to 44 Years","White"
"2802","SE_T040_002",NA,"18 to 44 Years","White"
"2803","SE_T040_002",NA,"18 to 44 Years","White"
"2804","SE_T040_002",NA,"18 to 44 Years","White"
"2805","SE_T040_002",NA,"18 to 44 Years","White"
"2806","SE_T040_002",NA,"18 to 44 Years","White"
"2807","SE_T040_002",NA,"18 to 44 Years","White"
"2808","SE_T040_002",NA,"18 to 44 Years","White"
"2809","SE_T040_002",NA,"18 to 44 Years","White"
"2810","SE_T040_002",NA,"18 to 44 Years","White"
"2811","SE_T040_002",NA,"18 to 44 Years","White"
"2812","SE_T040_002",NA,"18 to 44 Years","White"
"2813","SE_T040_002",NA,"18 to 44 Years","White"
"2814","SE_T040_002",NA,"18 to 44 Years","White"
"2815","SE_T040_002",NA,"18 to 44 Years","White"
"2816","SE_T040_002",NA,"18 to 44 Years","White"
"2817","SE_T040_002",NA,"18 to 44 Years","White"
"2818","SE_T040_002",NA,"18 to 44 Years","White"
"2819","SE_T040_002",NA,"18 to 44 Years","White"
"2820","SE_T040_002",NA,"18 to 44 Years","White"
"2821","SE_T040_002",NA,"18 to 44 Years","White"
"2822","SE_T040_002",NA,"18 to 44 Years","White"
"2823","SE_T040_002",NA,"18 to 44 Years","White"
"2824","SE_T040_002",NA,"18 to 44 Years","White"
"2825","SE_T040_002",NA,"18 to 44 Years","White"
"2826","SE_T040_002",NA,"18 to 44 Years","White"
"2827","SE_T040_002",NA,"18 to 44 Years","White"
"2828","SE_T040_002",NA,"18 to 44 Years","White"
"2829","SE_T040_002",NA,"18 to 44 Years","White"
"2830","SE_T040_002",NA,"18 to 44 Years","White"
"2831","SE_T040_002",NA,"18 to 44 Years","White"
"2832","SE_T040_002",NA,"18 to 44 Years","White"
"2833","SE_T040_002",NA,"18 to 44 Years","White"
"2834","SE_T040_002",NA,"18 to 44 Years","White"
"2835","SE_T040_002",NA,"18 to 44 Years","White"
"2836","SE_T040_002",NA,"18 to 44 Years","White"
"2837","SE_T040_002",NA,"18 to 44 Years","White"
"2838","SE_T040_002",NA,"18 to 44 Years","White"
"2839","SE_T040_002",NA,"18 to 44 Years","White"
"2840","SE_T040_002",NA,"18 to 44 Years","White"
"2841","SE_T040_002",NA,"18 to 44 Years","White"
"2842","SE_T040_002",NA,"18 to 44 Years","White"
"2843","SE_T040_002",NA,"18 to 44 Years","White"
"2844","SE_T040_002",NA,"18 to 44 Years","White"
"2845","SE_T040_002",NA,"18 to 44 Years","White"
"2846","SE_T040_002",NA,"18 to 44 Years","White"
"2847","SE_T040_002",NA,"18 to 44 Years","White"
"2848","SE_T040_002",NA,"18 to 44 Years","White"
"2849","SE_T040_002",NA,"18 to 44 Years","White"
"2850","SE_T040_002",NA,"18 to 44 Years","White"
"2851","SE_T040_002",NA,"18 to 44 Years","White"
"2852","SE_T040_002",NA,"18 to 44 Years","White"
"2853","SE_T040_002",NA,"18 to 44 Years","White"
"2854","SE_T040_002",NA,"18 to 44 Years","White"
"2855","SE_T040_002",NA,"18 to 44 Years","White"
"2856","SE_T040_002",NA,"18 to 44 Years","White"
"2857","SE_T040_002",NA,"18 to 44 Years","White"
"2858","SE_T040_002",NA,"18 to 44 Years","White"
"2859","SE_T040_002",NA,"18 to 44 Years","White"
"2860","SE_T040_002",NA,"18 to 44 Years","White"
"2861","SE_T040_002",NA,"18 to 44 Years","White"
"2862","SE_T040_002",NA,"18 to 44 Years","White"
"2863","SE_T040_002",NA,"18 to 44 Years","White"
"2864","SE_T040_002",NA,"18 to 44 Years","White"
"2865","SE_T040_002",NA,"18 to 44 Years","White"
"2866","SE_T040_002",NA,"18 to 44 Years","White"
"2867","SE_T040_002",NA,"18 to 44 Years","White"
"2868","SE_T040_002",NA,"18 to 44 Years","White"
"2869","SE_T040_002",NA,"18 to 44 Years","White"
"2870","SE_T040_002",NA,"18 to 44 Years","White"
"2871","SE_T040_002",NA,"18 to 44 Years","White"
"2872","SE_T040_002",NA,"18 to 44 Years","White"
"2873","SE_T040_002",NA,"18 to 44 Years","White"
"2874","SE_T040_002",NA,"18 to 44 Years","White"
"2875","SE_T040_002",NA,"18 to 44 Years","White"
"2876","SE_T040_002",NA,"18 to 44 Years","White"
"2877","SE_T040_002",NA,"18 to 44 Years","White"
"2878","SE_T040_002",NA,"18 to 44 Years","White"
"2879","SE_T040_002",NA,"18 to 44 Years","White"
"2880","SE_T040_002",NA,"18 to 44 Years","White"
"2881","SE_T040_002",NA,"18 to 44 Years","White"
"2882","SE_T040_002",NA,"18 to 44 Years","White"
"2883","SE_T040_002",NA,"18 to 44 Years","White"
"2884","SE_T040_002",NA,"18 to 44 Years","White"
"2885","SE_T040_002",NA,"18 to 44 Years","White"
"2886","SE_T040_002",NA,"18 to 44 Years","White"
"2887","SE_T040_002",NA,"18 to 44 Years","White"
"2888","SE_T040_002",NA,"18 to 44 Years","White"
"2889","SE_T040_002",NA,"18 to 44 Years","White"
"2890","SE_T040_002",NA,"18 to 44 Years","White"
"2891","SE_T040_002",NA,"18 to 44 Years","White"
"2892","SE_T040_002",NA,"18 to 44 Years","White"
"2893","SE_T040_002",NA,"18 to 44 Years","White"
"2894","SE_T040_002",NA,"18 to 44 Years","White"
"2895","SE_T040_002",NA,"18 to 44 Years","White"
"2896","SE_T040_002",NA,"18 to 44 Years","White"
"2897","SE_T040_002",NA,"18 to 44 Years","White"
"2898","SE_T040_002",NA,"18 to 44 Years","White"
"2899","SE_T040_002",NA,"18 to 44 Years","White"
"2900","SE_T040_002",NA,"18 to 44 Years","White"
"2901","SE_T040_002",NA,"18 to 44 Years","White"
"2902","SE_T040_002",NA,"18 to 44 Years","White"
